Id,PID,MS SubClass,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Exposure,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,SalePrice,TotalSF,Total_full_bath,Total_half_bath,garage_yrblt_rel,remod_yr_rel,ExterQualCond,BsmtQualCond,GarageQualCond,BasmtFinSF_type1,BasmtFinSF_type2,MS Zoning_0,MS Zoning_1,MS Zoning_2,MS Zoning_3,MS Zoning_4,MS Zoning_5,MS Zoning_6,Neighborhood_0,Neighborhood_1,Neighborhood_2,Neighborhood_3,Neighborhood_4,Neighborhood_5,Neighborhood_6,Neighborhood_7,Neighborhood_8,Neighborhood_9,Neighborhood_10,Neighborhood_11,Neighborhood_12,Neighborhood_13,Neighborhood_14,Neighborhood_15,Neighborhood_16,Neighborhood_17,Neighborhood_18,Neighborhood_19,Neighborhood_20,Neighborhood_21,Neighborhood_22,Neighborhood_23,Neighborhood_24,Neighborhood_25,Neighborhood_26,Neighborhood_27,Sale Type_0,Sale Type_1,Sale Type_2,Sale Type_3,Sale Type_4,Sale Type_5,Sale Type_6,Sale Type_7,Sale Type_8,Sale Type_9
2197,909250150,70,10592,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,6,7,1923,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,602.0,GasA,3,Y,SBrkr,0,7.314552832324081,3,1,4,8,2,3,Detchd,Unf,1.0,Y,96,0,112,0,53,0,None,None,None,0,8,2007,12.013700752882716,2104.0,1.0,1.0,0.0,1,12,6,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1045,527451400,160,1680,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,3,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,CBlock,No,125.0,GasA,3,Y,SBrkr,0,6.894670039433483,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,8,2008,11.401993904262946,1470.0,1.0,1.0,0.0,0,9,9,9,1790.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2549,534427090,190,10382,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,2fmCon,SLvl,6,5,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,CBlock,Gd,75.0,GasA,3,Y,SBrkr,0,6.9985096422506015,2,1,3,8,0,0,Attchd,RFn,1.0,Y,0,0,0,0,0,0,None,None,None,0,3,2006,11.849397701591439,1683.0,2.0,0.0,0.0,0,6,9,9,2565.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2829,908188110,160,2522,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,Twnhs,2Story,7,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,PConc,No,970.0,GasA,5,Y,SBrkr,0,7.443663683115591,3,1,4,4,0,0,Detchd,Unf,2.0,Y,0,40,0,0,0,0,None,None,None,0,5,2006,11.805595078933045,2679.0,2.0,0.0,0.0,0,12,12,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2480,531451290,60,9370,Pave,None,IR2,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,6,5,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,No,78.0,GasA,5,Y,SBrkr,0,7.456454555176209,3,1,4,8,0,0,Attchd,RFn,2.0,Y,307,85,0,0,224,0,None,None,Othr,3000,10,2006,12.423198124518821,2567.0,3.0,1.0,0.0,1,12,12,9,3790.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2724,905200490,80,10246,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Norm,Norm,1Fam,SLvl,4,9,1965,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,Av,0.0,GasA,5,Y,SBrkr,0,6.866933284461883,0,1,3,8,0,0,Attchd,Unf,1.0,Y,88,0,0,0,0,0,None,None,None,0,5,2006,11.884489021402711,1608.0,1.0,1.0,0.0,1,12,12,9,3888.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2352,527356060,60,11475,Pave,None,Reg,Lvl,4,Inside,Gtl,RRAn,Norm,1Fam,2Story,6,6,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,163.0,GasA,3,Y,SBrkr,0,7.3472997007431635,3,1,3,8,1,3,Attchd,RFn,2.0,Y,209,208,0,0,0,0,None,MnPrv,None,0,2,2006,12.100156419938624,2265.0,3.0,1.0,0.0,0,9,12,9,2750.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1783,528431110,20,9986,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,5,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,PConc,Av,1795.0,GasA,5,Y,SBrkr,0,7.492760300922379,2,1,4,8,1,4,Attchd,RFn,3.0,Y,0,49,0,0,0,0,None,None,None,0,2,2007,11.898187865760873,3590.0,2.0,0.0,1.0,1,12,15,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
338,923426070,60,10475,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,5,5,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,No,166.0,GasA,4,Y,SBrkr,0,7.149916836132108,3,1,3,8,0,0,Detchd,Unf,2.0,Y,22,0,0,0,0,0,None,GdWo,None,0,3,2010,11.820410164718187,1898.0,1.0,1.0,1.0,0,9,12,9,1374.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
196,903227020,50,6000,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,6,1940,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,308.0,GasA,5,Y,FuseA,0,7.086737934510577,3,1,3,8,2,4,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,3,2010,11.759785542901756,1768.0,1.0,2.0,1.0,1,12,9,9,528.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
762,904100190,20,4280,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,4,9,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,560.0,GasA,5,Y,FuseA,0,6.556778356158043,2,1,2,8,0,0,CarPort,Unf,1.0,Y,0,0,24,0,0,0,None,None,None,0,9,2009,11.393578707337664,1264.0,1.0,1.0,0.0,1,12,6,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,535302200,20,10895,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1Story,5,6,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,324.0,GasA,3,Y,SBrkr,0,6.879355804460438,3,1,3,8,0,0,Attchd,Unf,1.0,Y,0,0,205,0,0,0,None,GdWo,None,0,6,2010,11.715866308966918,1944.0,1.0,0.0,0.0,0,12,9,9,1944.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,535353190,50,17503,Pave,None,Reg,Lvl,4,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,5,1948,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,No,912.0,GasA,3,Y,SBrkr,0,7.284820912568604,3,1,3,8,1,4,Attchd,Unf,1.0,Y,192,0,0,0,0,0,None,None,None,0,1,2010,11.487607656985938,2370.0,1.0,1.0,0.0,1,9,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2572,535151080,20,9723,Pave,None,IR1,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1Story,6,7,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,CBlock,No,1008.0,GasA,3,Y,SBrkr,0,6.915723448631314,2,1,3,8,0,0,Attchd,RFn,2.0,Y,0,0,0,0,0,0,None,None,None,0,10,2006,11.813030057420569,2016.0,1.0,0.0,0.0,0,9,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1686,528102090,20,11694,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,9,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,PConc,Av,1774.0,GasA,5,Y,SBrkr,0,7.510977752014095,3,1,4,8,1,4,Attchd,Unf,3.0,Y,0,108,0,0,260,0,None,None,None,0,7,2007,12.659734090733716,3650.0,2.0,0.0,0.0,0,15,15,9,288.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
943,911103050,50,8470,Pave,None,IR1,Lvl,4,Corner,Gtl,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,Hip,CompShg,Plywood,Plywood,None,0.0,CBlock,No,1013.0,GasA,3,N,SBrkr,513,7.330405211844402,2,1,2,8,0,0,None,None,0.0,N,0,0,156,0,0,0,None,MnPrv,None,0,10,2009,11.350406535472453,2026.0,1.0,0.0,0.0,1,4,6,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735,903226170,50,6000,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,9,1937,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,698.0,GasA,3,Y,SBrkr,0,7.069874128458572,2,1,3,8,0,0,Detchd,Unf,2.0,N,210,0,0,0,0,0,None,None,None,0,7,2009,11.812289042195847,1874.0,1.0,0.0,1.0,1,12,9,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2741,905451410,20,10519,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,8,1955,Hip,CompShg,MetalSd,MetalSd,Stone,164.0,CBlock,Mn,1057.0,GasA,4,Y,SBrkr,0,6.963189985870238,3,1,4,8,0,0,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,3,2006,11.827736204810266,2114.0,1.0,1.0,0.0,1,9,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1106,528363110,20,10437,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,8,6,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,PConc,Gd,413.0,GasA,5,Y,SBrkr,0,7.655864017616056,2,1,4,8,1,3,Attchd,Fin,3.0,Y,236,46,0,0,0,0,None,None,None,0,8,2008,12.765688433465595,4222.0,3.0,1.0,0.0,0,16,12,9,10176.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2375,527452290,20,7514,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,7,1967,Hip,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Mn,462.0,GasA,3,Y,SBrkr,0,7.23489842031483,3,1,3,8,1,3,Attchd,RFn,1.0,Y,0,0,240,0,0,0,None,None,None,0,9,2006,11.884489021402711,2330.0,2.0,0.0,1.0,1,9,9,9,1865.0,324.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1701,528118040,60,13654,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Norm,Norm,1Fam,2Story,9,5,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,365.0,PConc,Gd,1704.0,GasA,5,Y,SBrkr,0,7.922261058353247,4,1,5,8,1,5,BuiltIn,Fin,3.0,Y,282,55,0,0,0,0,None,None,None,0,5,2007,12.943236711506893,4462.0,2.0,1.0,0.0,1,12,15,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2657,902207110,30,5747,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,3,4,1920,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,PConc,No,798.0,GasA,4,Y,SBrkr,0,6.733401891837358,2,1,2,8,0,0,Detchd,Unf,1.0,N,112,0,0,0,0,0,None,None,None,0,6,2006,11.066638362341811,1638.0,1.0,0.0,1.0,1,9,9,6,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
907,909129100,50,4500,Pave,Pave,IR2,Bnk,4,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,5,1932,Gable,CompShg,VinylSd,Stucco,None,0.0,BrkTil,No,611.0,GasA,5,Y,SBrkr,0,7.326465613840322,3,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,56,0,0,0,None,None,None,0,7,2009,11.979385322467596,2313.0,1.0,0.0,1.0,1,9,9,9,546.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1777,528427100,20,11830,Pave,None,Reg,Lvl,4,Inside,Gtl,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,164.0,PConc,No,322.0,GasA,5,Y,SBrkr,0,7.3408355541232755,3,1,4,8,1,4,Attchd,Unf,3.0,Y,168,110,0,0,0,0,None,None,None,0,7,2007,12.469440252634902,3084.0,3.0,0.0,0.0,0,12,12,9,7320.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
164,535454070,50,8520,Pave,None,Reg,Lvl,4,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,4,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,CBlock,No,403.0,GasA,2,Y,SBrkr,0,7.233455418621439,4,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,MnPrv,None,0,6,2010,12.019743067338679,2295.0,2.0,0.0,1.0,0,6,9,9,1521.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1973,535478040,85,6760,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,5,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,Av,162.0,GasA,3,Y,SBrkr,0,6.841615476477593,3,1,3,8,1,1,Attchd,RFn,1.0,Y,24,90,160,0,0,0,None,None,None,0,10,2007,11.77528972943772,1832.0,2.0,0.0,0.0,0,9,9,9,3670.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2857,909256020,50,6191,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,4,1941,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,440.0,GasA,3,N,SBrkr,0,7.160845906664298,4,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,11,2006,11.626254150277234,2112.0,1.0,0.0,0.0,1,9,4,9,768.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1208,534400030,20,8700,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,6,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,CBlock,Mn,344.0,GasA,4,Y,SBrkr,0,7.0282014320580055,3,1,3,8,0,0,Attchd,RFn,2.0,Y,192,20,123,0,0,0,None,MnPrv,None,0,12,2008,11.951180395901384,2248.0,3.0,0.0,0.0,0,12,9,9,3880.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,916386090,60,12003,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,PConc,No,774.0,GasA,5,Y,SBrkr,0,7.5847730776121995,4,1,5,8,1,4,BuiltIn,Fin,3.0,Y,0,75,0,0,0,0,None,None,None,0,5,2010,12.504323669331189,2742.0,2.0,1.0,0.0,1,12,15,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2567,535103070,80,12700,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,5,1964,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,307.0,GasA,3,Y,SBrkr,0,7.127693699347399,3,1,3,8,2,4,Attchd,RFn,2.0,Y,0,69,0,0,0,0,None,None,None,0,11,2006,12.055249755795591,2492.0,2.0,0.0,0.0,0,9,9,9,4695.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2222,909425270,70,13125,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2Story,7,6,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,390.0,GasA,3,Y,SBrkr,0,7.461640392208575,3,1,3,8,2,4,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,7,2007,12.299107511497365,2540.0,1.0,1.0,0.0,1,9,9,9,1640.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2493,532376250,20,8638,Pave,None,IR1,Lvl,4,Inside,Gtl,RRAe,Norm,1Fam,1Story,5,6,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,PConc,No,744.0,GasA,4,Y,SBrkr,0,6.829793737512425,2,1,3,8,0,0,Detchd,Unf,2.0,Y,203,74,0,0,0,0,None,None,None,0,10,2006,11.801856756822444,1850.0,2.0,0.0,1.0,0,9,9,9,905.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1757,528280150,80,9967,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,SLvl,7,5,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,384.0,GasA,5,Y,SBrkr,0,7.265429723253952,3,1,3,8,1,3,BuiltIn,RFn,2.0,Y,100,0,0,0,0,0,None,None,None,0,12,2007,12.0435537160324,1814.0,2.0,1.0,0.0,0,9,12,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,902305110,70,9600,Pave,Grvl,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,2Story,8,9,1900,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,930.0,GasW,3,N,SBrkr,0,7.356279876550747,3,1,4,8,0,0,Detchd,Unf,1.0,Y,54,228,246,0,0,0,None,None,None,0,4,2010,11.918390573078392,2496.0,2.0,0.0,1.0,1,16,9,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1248,535302140,20,12774,Pave,None,Reg,Lvl,4,Inside,Sev,Norm,Norm,1Fam,1Story,5,5,1953,Hip,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,232.0,GasW,3,N,SBrkr,0,6.856461984594588,2,1,3,8,0,0,Detchd,Unf,2.0,Y,0,32,0,0,0,0,None,GdWo,None,0,7,2008,11.77528972943772,1934.0,1.0,0.0,0.0,0,9,9,9,2496.0,256.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2574,535152070,80,8163,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,SLvl,5,6,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,CBlock,Av,102.0,GasA,3,Y,SBrkr,0,7.042286171939742,3,1,3,8,1,3,Attchd,RFn,1.0,Y,86,0,0,0,0,0,None,None,None,0,3,2006,11.870599909242046,2288.0,2.0,0.0,0.0,0,12,9,9,3740.0,1176.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1215,534403260,20,9900,Pave,None,Reg,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,1Story,5,5,1961,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,1114.0,GasA,3,Y,SBrkr,0,7.015712420487231,3,1,3,8,0,0,Attchd,RFn,2.0,Y,0,0,0,0,164,0,None,None,None,0,5,2008,11.849397701591439,2228.0,2.0,0.0,0.0,0,12,9,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1614,526355170,20,13651,Pave,None,IR1,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,7,6,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,CBlock,Gd,343.0,GasA,5,Y,SBrkr,0,7.7066129139641975,3,1,3,8,2,4,Attchd,Fin,2.0,Y,300,0,0,0,0,0,None,None,None,0,2,2007,12.404923504275338,4446.0,3.0,0.0,0.0,0,12,12,9,9400.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2039,903458020,75,7200,Pave,None,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,5,7,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,530.0,GasA,3,N,SBrkr,0,7.01301578963963,3,1,2,8,0,0,Detchd,Unf,1.0,N,0,0,144,0,0,0,None,None,None,0,3,2007,11.522875795823396,1641.0,1.0,0.0,1.0,1,9,6,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2669,902406030,20,9750,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,Norm,Norm,1Fam,1Story,5,5,1958,Hip,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,960.0,GasA,5,Y,SBrkr,0,6.866933284461883,3,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,Gar2,4500,7,2006,11.736069016284436,1920.0,1.0,0.0,1.0,0,9,9,9,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005,527162180,60,11184,Pave,None,IR1,Lvl,4,Corner,Gtl,Norm,Norm,1Fam,2Story,6,5,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,932.0,GasA,4,Y,SBrkr,0,7.398174092970465,3,1,3,8,1,3,Attchd,Fin,2.0,Y,0,39,0,0,0,0,None,None,None,0,4,2008,12.117241431823556,2565.0,2.0,1.0,0.0,0,9,12,9,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
