Id,PID,MS SubClass,MS Zoning,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Foundation,Bsmt Exposure,Bsmt Unf SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,data_origin,TotalSF,Total_full_bath,Total_half_bath,garage_yrblt_rel,remod_yr_rel,ExterQualCond,BsmtQualCond,GarageQualCond,BasmtFinSF_type1,BasmtFinSF_type2
609,534402140,20,RL,11000,Pave,None,IR1,Lvl,4,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,CBlock,Mn,184.0,GasA,5,Y,SBrkr,0,7.050989447068045,3,1,3,8,1,1,Attchd,RFn,2.0,Y,0,58,0,0,0,0,None,MnPrv,None,0,11,2009,WD ,11.944707881395766,train,2308.0,1.0,1.0,0.0,0,9,9,9,2960.0,690.0
1990,902300020,70,RM,10337,Pave,Pave,IR1,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1910,Hip,CompShg,VinylSd,VinylSd,None,0.0,BrkTil,No,725.0,GasA,5,N,SBrkr,0,7.4798641311650265,3,1,4,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2007,WD ,12.127570417375216,train,2497.0,2.0,1.0,1.0,1,16,9,9,0.0,0.0
1053,528104050,20,RL,14803,Pave,None,Reg,Lvl,4,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,PConc,Av,442.0,GasA,5,Y,SBrkr,0,7.642044402873258,2,1,5,8,1,4,Attchd,Fin,3.0,Y,188,45,0,0,0,0,None,None,None,0,6,2008,New,12.86099861326992,train,4162.0,3.0,0.0,0.0,1,15,15,9,9816.0,0.0
2877,910207110,30,RM,8765,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,666.0,GasA,5,N,SBrkr,0,6.85751406254539,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,28,0,0,0,0,None,None,None,0,4,2006,WD ,11.575900264131617,train,1902.0,1.0,0.0,0.0,1,9,9,9,1425.0,0.0
497,528327070,60,RL,12720,Pave,None,Reg,Lvl,4,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,PConc,Mn,282.0,GasA,5,Y,SBrkr,0,7.8961806086154915,4,1,4,8,2,3,BuiltIn,RFn,3.0,Y,252,30,0,0,0,0,None,None,None,0,9,2009,WD ,12.697715449879391,train,4142.0,3.0,1.0,0.0,0,12,12,9,7038.0,0.0
514,528441090,20,RL,11128,Pave,None,Reg,Lvl,4,Corner,Gtl,Somerst,PosN,PosN,1Fam,1Story,9,5,2005,Hip,CompShg,VinylSd,VinylSd,Stone,198.0,PConc,Gd,300.0,GasA,5,Y,SBrkr,0,7.820037989458753,2,1,5,8,2,4,Attchd,Fin,3.0,Y,70,226,0,0,0,0,None,GdPrv,None,0,10,2009,WD ,13.056223574899784,train,4948.0,3.0,0.0,0.0,1,15,15,9,12948.0,0.0
759,903481120,50,RM,5160,Pave,None,Reg,Lvl,4,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,Gable,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,1204.0,GasA,3,Y,FuseA,0,7.418180822726788,3,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,148,0,0,0,None,None,None,0,8,2009,WD ,11.813030057420567,train,2870.0,1.0,0.0,0.0,1,6,9,6,0.0,0.0
2474,531375070,20,RL,13072,Pave,None,Reg,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,1141.0,GasA,5,Y,SBrkr,0,7.039660349862076,3,1,3,8,0,0,Detchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,3,2006,WD ,11.867097278690842,train,2282.0,1.0,1.0,0.0,0,12,12,9,0.0,0.0
1193,534201240,60,RL,8814,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,6,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,No,0.0,GasA,5,Y,SBrkr,0,7.288927694521257,4,1,3,8,0,0,Attchd,Unf,2.0,Y,0,40,0,0,0,0,None,None,None,0,6,2008,WD ,11.856515169360305,train,2196.0,1.0,1.0,0.0,0,9,9,9,1464.0,0.0
1415,905477050,190,RL,7000,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,Gable,CompShg,MetalSd,MetalSd,None,0.0,CBlock,Gd,148.0,GasA,3,Y,SBrkr,0,7.205635176410364,3,1,3,8,0,0,None,None,0.0,N,85,0,148,0,0,0,None,None,None,0,1,2008,WD ,11.585246126549855,train,2464.0,2.0,0.0,0.0,1,9,12,0,5814.0,0.0
2048,904302010,190,RL,4484,Pave,None,IR1,Lvl,4,Corner,Gtl,SWISU,Norm,Norm,2fmCon,1.5Fin,5,6,1942,Gable,CompShg,Plywood,Plywood,None,0.0,CBlock,No,187.0,GasA,3,N,SBrkr,0,7.156176637480615,2,1,3,8,0,0,Detchd,Unf,1.0,Y,0,88,0,0,0,0,None,MnPrv,None,0,7,2007,WD ,11.594505451962652,train,1954.0,2.0,0.0,0.0,1,9,9,9,2425.0,0.0
2483,531452210,60,RL,9019,Pave,None,IR1,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2Story,6,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,PConc,No,362.0,GasA,5,Y,SBrkr,0,7.1853870155804165,3,1,4,8,0,0,Attchd,Fin,2.0,Y,0,40,0,0,0,0,None,None,None,0,7,2006,WD ,11.918390573078392,train,1956.0,2.0,1.0,0.0,0,9,12,9,1370.0,0.0
2883,911225110,50,C (all),8520,Grvl,None,Reg,Bnk,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,3,5,1916,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,216.0,GasA,2,N,SBrkr,0,6.841615476477592,2,1,3,8,0,0,None,None,0.0,N,0,0,0,0,0,0,None,None,None,0,4,2006,WD ,11.26446410567173,train,1152.0,1.0,0.0,0.0,1,9,4,0,0.0,0.0
1111,528427010,20,RL,11932,Pave,None,Reg,Lvl,4,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,PConc,No,1580.0,GasA,5,Y,SBrkr,0,7.365180126021013,3,1,4,8,0,0,Attchd,RFn,3.0,Y,0,24,0,0,0,0,None,None,None,0,6,2008,ConLD,12.367885325692589,train,3160.0,2.0,0.0,1.0,1,12,12,9,0.0,0.0
2072,905301050,20,RL,115149,Pave,None,IR2,Low,4,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,Gable,CompShg,Plywood,Plywood,Stone,351.0,CBlock,Gd,424.0,GasA,3,Y,SBrkr,0,7.508787170634276,2,1,4,8,2,3,Attchd,Unf,2.0,Y,380,48,0,0,0,0,None,None,None,0,6,2007,WD ,12.618182296357007,train,3467.0,3.0,0.0,0.0,1,9,12,9,7314.0,0.0
1450,907202240,20,RL,14330,Pave,None,IR1,Lvl,4,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,Gable,CompShg,Plywood,Wd Sdng,None,0.0,CBlock,No,180.0,GasA,3,Y,SBrkr,0,7.351158226430694,2,1,3,6,0,0,Attchd,Fin,2.0,Y,140,0,239,0,227,0,None,None,None,0,8,2008,WD ,12.0015054797889,train,2422.0,3.0,0.0,0.0,1,9,9,9,264.0,2980.0
274,908102060,30,RL,8777,Pave,None,Reg,Lvl,4,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,Gable,CompShg,VinylSd,VinylSd,None,0.0,CBlock,None,0.0,GasA,3,N,SBrkr,0,6.461468176353717,2,1,3,7,0,0,Detchd,Unf,1.0,N,0,0,0,0,0,0,None,None,None,0,4,2010,ConLD,11.349229372299439,train,640.0,1.0,0.0,0.0,1,12,0,9,0.0,0.0
413,527454050,160,RL,2308,Pave,None,Reg,Lvl,4,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,CBlock,No,103.0,GasA,3,Y,SBrkr,0,7.186901020411631,3,1,3,8,1,2,Attchd,Unf,2.0,Y,260,0,0,0,0,0,None,None,None,0,6,2009,WD ,11.898187865760873,train,2177.0,2.0,2.0,0.0,0,9,9,9,1285.0,1485.0
751,903429080,70,RM,2500,Pave,Pave,Reg,Lvl,4,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,Gable,CompShg,Stucco,Stucco,None,0.0,PConc,No,611.0,GasA,5,Y,SBrkr,0,7.509883061154913,4,1,5,6,1,4,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD ,11.951180395901384,train,2736.0,2.0,1.0,0.0,1,12,9,4,1495.0,0.0
2897,916403020,20,RL,8049,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,CBlock,No,256.0,GasA,3,Y,SBrkr,0,7.199678345691172,2,1,3,8,1,3,Attchd,Fin,2.0,Y,0,58,0,0,90,0,None,None,None,0,7,2006,WD ,12.100712129872347,train,2648.0,3.0,0.0,0.0,0,9,12,16,5265.0,0.0
207,903454060,190,RM,5600,Pave,None,Reg,Lvl,4,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Slab,None,0.0,GasA,2,N,SBrkr,0,6.9957661563048505,3,2,2,5,0,0,None,None,0.0,N,0,0,0,0,0,0,None,None,Othr,3500,7,2010,WD ,10.915088464214607,train,1092.0,2.0,0.0,0.0,1,4,0,0,0.0,0.0
2269,916455110,80,RL,9590,Pave,None,IR1,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,PConc,Av,82.0,GasA,5,Y,SBrkr,0,7.044032897274685,3,1,4,8,1,4,Attchd,Fin,2.0,Y,160,22,0,0,0,0,None,None,None,0,5,2007,WD ,12.141534124392603,train,2014.0,3.0,0.0,0.0,0,12,15,9,4716.0,0.0
891,908152100,80,RL,7200,Pave,None,Reg,Lvl,4,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,CBlock,Av,410.0,GasA,5,Y,SBrkr,0,7.025538314638521,3,1,3,8,1,2,Detchd,Unf,1.0,Y,296,0,0,0,0,0,None,GdWo,None,0,10,2009,WD ,11.736069016284437,train,2166.0,2.0,0.0,1.0,0,9,9,9,3155.0,0.0
2863,909280030,50,RL,11500,Pave,None,IR1,Lvl,4,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,794.0,GasA,4,Y,SBrkr,0,7.6290038896529575,3,1,4,8,1,4,Attchd,Fin,1.0,Y,0,0,0,0,322,0,None,None,None,0,6,2006,WD ,12.429216196844383,train,3074.0,1.0,1.0,0.0,1,12,12,6,669.0,0.0
1298,902134100,30,RM,6756,Pave,None,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1910,Mansard,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,481.0,GasA,3,N,FuseA,0,6.80128303447162,2,1,3,8,0,0,Detchd,Unf,1.0,P,0,0,96,0,0,0,None,None,None,0,9,2008,WD ,11.26446410567173,train,1380.0,1.0,0.0,1.0,1,9,12,6,0.0,0.0
1292,902109080,190,RM,11426,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Stone,No,828.0,GasA,4,Y,FuseA,108,7.374001859350161,3,2,3,8,0,0,None,None,0.0,N,0,172,109,0,0,0,None,None,None,0,6,2008,WD ,11.678439903447801,train,2314.0,2.0,0.0,0.0,1,9,9,0,0.0,0.0
1687,528102100,20,RL,12030,Pave,None,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,PConc,No,1694.0,GasA,5,Y,SBrkr,0,7.434847875211999,3,1,4,8,0,0,Attchd,Fin,3.0,Y,168,228,0,0,0,0,None,None,None,0,12,2007,New,12.669806661762314,train,3388.0,2.0,0.0,0.0,0,15,15,9,0.0,0.0
2749,906223180,60,RL,9554,Pave,None,IR1,Lvl,4,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,PConc,No,397.0,GasA,5,Y,SBrkr,0,7.555381944240273,3,1,4,8,1,3,Attchd,RFn,2.0,Y,182,81,0,0,0,0,None,None,None,0,9,2006,WD ,12.2783933071098,train,2688.0,2.0,1.0,0.0,1,12,12,9,2280.0,0.0
2875,910203100,30,RM,8534,Pave,None,Reg,Low,4,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1925,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,BrkTil,No,432.0,GasA,3,N,FuseA,0,6.51025834052315,2,1,3,7,0,0,None,None,0.0,N,0,0,112,0,0,0,None,GdWo,None,0,6,2006,WD ,11.184421397998193,train,1104.0,1.0,0.0,0.0,1,9,6,0,0.0,0.0
1029,527358120,20,RL,11361,Pave,None,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,CBlock,No,549.0,GasA,3,Y,SBrkr,0,7.328437352895162,3,1,3,8,1,3,Attchd,Fin,2.0,Y,0,0,0,0,189,0,None,MnPrv,None,0,5,2008,COD,12.100712129872347,train,2716.0,2.0,1.0,0.0,0,9,12,9,3220.0,0.0
1581,916402115,20,RL,12416,Pave,None,IR1,Lvl,4,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1986,Gable,CompShg,VinylSd,Plywood,Stone,132.0,CBlock,No,0.0,GasA,3,Y,SBrkr,0,7.409136443920128,3,1,3,6,1,3,Attchd,Fin,2.0,Y,192,0,0,0,0,0,None,None,None,0,11,2008,WD ,12.122691036591123,train,3257.0,3.0,0.0,0.0,0,9,8,9,6990.0,416.0
612,534426110,20,RL,9600,Pave,None,Reg,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132.0,CBlock,No,50.0,GasA,5,Y,SBrkr,0,6.947937068614969,3,1,3,8,0,0,Attchd,RFn,1.0,Y,224,88,0,0,0,0,None,MnPrv,None,0,7,2009,WD ,11.732060994886899,train,2082.0,2.0,0.0,0.0,0,9,9,9,4955.0,0.0
139,535152010,90,RL,8267,Pave,None,Reg,Lvl,4,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,1604.0,GasA,3,Y,SBrkr,0,7.38025578842646,4,2,3,8,0,0,Attchd,Unf,2.0,Y,42,0,0,0,0,0,None,None,None,0,3,2010,WD ,11.813030057420567,train,3208.0,2.0,0.0,0.0,0,9,9,9,0.0,0.0
1335,903226060,50,RM,6000,Pave,None,Reg,Lvl,4,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1940,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,CBlock,No,460.0,GasA,5,Y,SBrkr,0,7.421775793644647,3,1,4,8,1,4,Detchd,Unf,1.0,Y,0,11,0,0,0,0,None,GdPrv,None,0,7,2008,WD ,12.01309450854769,train,2653.0,1.0,1.0,0.0,1,9,9,9,2605.0,0.0
2531,534176250,20,RL,9600,Pave,None,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,CBlock,No,1164.0,GasA,3,Y,SBrkr,0,7.059617628291383,3,1,3,8,0,0,Attchd,Unf,2.0,Y,0,0,0,0,0,0,None,None,None,0,7,2006,COD,11.84939770159144,train,2328.0,1.0,1.0,0.0,0,9,9,9,0.0,0.0
681,535452090,20,RL,7350,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,1041.0,GasA,4,Y,SBrkr,0,6.947937068614969,3,1,3,8,0,0,Attchd,RFn,1.0,Y,0,0,0,0,0,0,None,GdWo,None,0,3,2009,WD ,11.759785542901755,train,2082.0,1.0,0.0,0.0,0,9,9,9,0.0,0.0
1383,905107280,85,RL,7703,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,CBlock,Gd,0.0,GasA,5,Y,SBrkr,0,6.9411900550683745,3,1,3,8,1,1,Basment,Fin,2.0,Y,311,0,0,0,0,0,None,GdWo,None,0,5,2008,WD ,11.938193200374572,train,1484.0,1.0,1.0,0.0,0,9,12,9,2250.0,0.0
1359,903429010,50,RM,4347,Pave,None,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,BrkTil,No,796.0,GasA,5,Y,SBrkr,0,7.3833681469923835,3,1,3,8,0,0,Detchd,Unf,1.0,N,0,182,0,0,0,0,None,None,None,0,6,2008,WD ,11.755871643580617,train,2405.0,1.0,0.0,0.0,1,12,16,4,0.0,0.0
1226,534477090,20,RL,9600,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,232.0,GasA,4,Y,SBrkr,0,7.198183577101943,3,1,4,8,1,4,Attchd,RFn,1.0,Y,0,192,0,0,0,0,None,None,None,0,9,2008,WD ,11.86005499606543,train,1909.0,2.0,0.0,0.0,1,12,9,9,128.0,924.0
63,528363130,60,RL,12256,Pave,None,IR1,Lvl,4,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,PConc,Av,431.0,GasA,5,Y,SBrkr,0,7.871692664323645,3,1,4,8,2,3,Attchd,RFn,2.0,Y,186,32,0,0,0,0,None,None,None,0,4,2010,WD ,12.691580461311874,train,4085.0,3.0,1.0,0.0,1,12,15,9,6192.0,0.0
1869,534151090,20,RL,9547,Pave,None,Reg,Lvl,4,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,112.0,PConc,No,1594.0,GasA,5,Y,SBrkr,0,7.374001859350161,2,1,4,8,1,3,Attchd,RFn,2.0,Y,190,80,0,0,0,0,None,None,None,0,7,2007,WD ,12.146853285870202,train,3188.0,2.0,0.0,0.0,0,9,12,9,0.0,0.0
2468,528488110,20,FV,7200,Pave,Pave,Reg,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,PConc,No,357.0,GasA,4,Y,SBrkr,0,7.140453043101158,2,1,4,8,0,0,Attchd,Fin,2.0,Y,0,120,0,0,0,0,None,None,None,0,5,2006,New,12.128111104060462,train,2524.0,2.0,0.0,0.0,0,12,12,9,5430.0,0.0
1135,531375050,20,RL,13072,Pave,None,Reg,Lvl,4,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,126.0,PConc,No,1095.0,GasA,5,Y,SBrkr,0,7.069023426578259,3,1,4,8,0,0,None,None,0.0,Y,0,90,0,0,0,0,None,None,None,0,6,2008,WD ,11.891361900690473,train,2350.0,2.0,0.0,0.0,1,9,16,0,480.0,0.0
719,902329080,70,RM,3600,Pave,Grvl,Reg,Lvl,4,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,Gable,CompShg,Stucco,Stucco,None,0.0,BrkTil,No,624.0,GasA,5,Y,SBrkr,0,7.160845906664299,3,1,5,8,1,4,Attchd,Unf,1.0,N,0,103,0,0,0,0,None,None,None,0,5,2009,WD ,11.686878772093667,train,1912.0,2.0,0.0,0.0,1,9,9,9,0.0,0.0
405,527451320,160,RM,1680,Pave,None,Reg,Lvl,4,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,CBlock,No,630.0,GasA,3,Y,SBrkr,0,7.171656822768514,3,1,3,8,0,0,Detchd,Unf,1.0,Y,0,0,0,0,0,0,None,None,None,0,5,2009,COD,11.626254150277232,train,1932.0,2.0,1.0,1.0,0,9,9,9,0.0,0.0
2506,533208050,120,FV,3316,Pave,Pave,IR1,Lvl,4,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,PConc,No,208.0,GasA,5,Y,SBrkr,0,7.1284959456800365,1,1,4,8,1,4,Attchd,Fin,2.0,Y,0,84,0,0,0,0,None,None,None,0,4,2006,WD ,12.190959007720126,train,2494.0,2.0,1.0,0.0,0,12,12,9,6234.0,0.0
2380,528102080,60,RL,16387,Pave,None,IR1,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,PConc,No,369.0,GasA,4,Y,SBrkr,0,7.859026979751538,4,1,5,8,1,4,Attchd,RFn,3.0,Y,0,0,0,0,0,0,None,None,None,0,8,2006,New,12.928980064352745,train,4327.0,3.0,1.0,0.0,0,12,20,9,8214.0,0.0
1565,914465060,20,RL,13265,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,PConc,No,350.0,GasA,5,Y,SBrkr,0,7.4318919168078,3,1,4,8,2,4,Attchd,RFn,3.0,Y,150,59,0,0,0,0,None,None,None,0,7,2008,WD ,12.509874099861838,train,3257.0,3.0,0.0,0.0,0,12,12,9,7308.0,0.0
1727,528188160,120,RL,3242,Pave,None,Reg,Lvl,4,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,PConc,No,405.0,GasA,5,Y,SBrkr,0,7.247792581767846,2,1,4,8,1,4,Attchd,RFn,2.0,Y,136,36,0,0,0,0,None,None,None,0,3,2007,WD ,12.206072645530174,train,2810.0,3.0,0.0,0.0,0,12,12,9,6000.0,0.0
1661,527359160,80,RL,8991,Pave,None,IR1,Lvl,4,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,SLvl,7,6,1976,Gable,CompShg,Plywood,Plywood,Stone,130.0,CBlock,Gd,0.0,GasA,3,Y,SBrkr,0,7.188412736496954,3,1,4,8,1,2,Attchd,Fin,2.0,Y,407,36,0,0,0,0,None,None,None,0,2,2007,WD ,12.066810578196666,train,2552.0,2.0,1.0,0.0,0,9,12,9,3744.0,1812.0
1967,535457020,20,RL,8000,Pave,None,Reg,Lvl,4,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,Hip,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,125.0,GasA,3,Y,SBrkr,0,7.227662498728654,3,1,3,8,2,3,Attchd,Unf,1.0,Y,0,0,0,0,0,0,None,MnPrv,None,0,11,2007,WD ,11.960811288962345,train,2754.0,2.0,0.0,1.0,0,9,9,9,4392.0,462.0
2267,916455010,60,RL,9303,Pave,None,IR1,Lvl,4,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,PConc,No,130.0,GasA,5,Y,SBrkr,0,7.470793774195062,3,1,3,8,0,0,Attchd,Fin,2.0,Y,144,122,0,0,0,0,None,None,None,0,7,2007,WD ,12.225875272826354,train,2628.0,3.0,1.0,0.0,1,12,15,9,3710.0,0.0
1389,905200510,20,RL,8544,Pave,None,IR1,Lvl,4,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,CBlock,No,1228.0,GasA,4,Y,SBrkr,0,7.113142108707088,3,1,4,8,0,0,Attchd,Unf,1.0,Y,0,65,0,0,0,0,None,MnPrv,None,0,6,2008,WD ,11.914047823644255,train,2456.0,1.0,1.0,0.0,1,9,9,9,0.0,0.0
2553,534430110,20,RL,11425,Pave,None,IR1,Lvl,4,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,CBlock,No,522.0,GasA,4,Y,SBrkr,0,6.915723448631314,2,1,3,8,1,4,Attchd,RFn,1.0,Y,0,0,120,0,0,0,None,None,None,0,7,2006,WD ,11.827736204810263,train,2016.0,1.0,0.0,0.0,0,9,9,9,1944.0,0.0
1459,907254090,60,RL,11404,Pave,None,IR1,Lvl,4,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,PConc,Av,901.0,GasA,5,Y,SBrkr,0,7.616283561580385,3,1,4,8,1,3,Attchd,Fin,2.0,Y,192,84,0,0,0,0,None,None,None,0,7,2008,WD ,12.312682380588432,train,3184.0,2.0,1.0,0.0,1,12,12,9,1260.0,0.0
1739,528222060,60,RL,8229,Pave,None,IR1,Lvl,4,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,PConc,Av,752.0,GasA,5,Y,SBrkr,0,7.315883504509785,3,1,4,8,0,0,Attchd,Fin,2.0,Y,100,32,0,0,0,0,None,None,None,0,12,2007,New,12.01974306733868,train,2256.0,2.0,1.0,0.0,0,12,12,9,0.0,0.0
